user_id,business_id,longitude,latitude,BusinessAcceptsCreditCards,BikeParking,Ambience,WiFi,RestaurantsDelivery,GoodForKids,Alcohol,parking,HasTV,OutdoorSeating,WheelchairAccessible,RestaurantsTakeOut,RestaurantsReservations,RestaurantsTableService,stars.x,stars.y,useful.x,type.x,cool.x,funny.x,useful.y,compliment_photos,compliment_list,compliment_funny,compliment_plain,review_count,fans,type.y,compliment_note,funny.y,compliment_writer,compliment_cute,average_stars,compliment_more,compliment_hot,cool.y,compliment_profile,compliment_cool,Bakery,French,Desserts,Deli,JuiceBar,Burgers,American,Cafe,Pizza,Mexican,Tex-Mex,IceCream,Italian,SaladBar,Peruvian,Bar,DimSum,Chinese,SportsBar,BeerBar,European,Mediterranean,Vietnamese,Thai,AsianFusion,Japanese,Steakhouse,Foodtruck,Seafood,WineBar,TapasBar,LatinAmerican,MiddleEastern,Lounge,Russian,TikiBar,Arabian,Barbeque,Korean,SushiBar,Greek,Indian,PastaShop,German,Persian,HotDogs,FastFood,Diner,Donuts,Soups,Spanish,British,Filipino,Egyptian,Irish,African,Cuban,Hotpot,Mongolian,Lebanese,Afghan,Cambodian,Columbian,Salvadoran,Czech,Portuguese,Hawaiian,Polish,Malaysian,Caribbean,Turkish,HookahBar,Moroccan,Kosher,Belgian,Teppanyaki,Nepalese,Basque,Ethiopian,Venezuelan,Waffles,Argentine,Slovakian,Canadian,Taiwanese,Australian,WhiskeyBar,Cantonese,Brazilian,Scottish,ChampagneBar,Shanghaniese,Kebab,Burmese,Singaporean,Ukranian,Bangladeshi,Dominican,Indonesian,Austrian
---1lKK3aKOuomHnwAkAow,A0X1baHPgw9IiBRivu0G9g,-115.2856577,36.15759113,Yes,Yes,casual,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,4,5,5,review,1,1 2,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,GT0K4EdSSxe_LMU6SPr-_A,-115.1711298,36.128561,Yes,No,casual,No,Yes,No,No,No,No,No,No,Yes,No,No,4.5,5,3,review,2,1 3,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,p5rpYtxS5xPQjt3MXYVEwA,-115.1192573,36.0262317,Yes,Yes,casual,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,4,5,0,review,0,1 0,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,eJKnymd0BywNPrJw1IuXVw,-115.1417869,36.1703953,Yes,Yes,casual,Yes,Yes,Yes,full_bar,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,1,review,1,1 1,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,alaiXlogA286nuM8tj9ghw,-115.1925523,36.16883956,No,No,casual,No,No,No,No,No,No,No,Yes,No,No,No,4,5,2,review,2,1 1,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,qmymSqVwHYRqdwfcBatzpQ,-115.31731,36.160122,Yes,No,casual,Yes,No,No,full_bar,Yes,Yes,Yes,Yes,No,Yes,Yes,4,5,3,review,2,1 0,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,OGQ_6nIn4QQL2U6t0XeHtA,-115.1171361,36.0169821,Yes,Yes,casual,No,No,No,No,No,No,No,Yes,Yes,No,No,4.5,5,3,review,2,1 1,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,RhTBGAHFqnFTgSUDJtBuIQ,-115.2861968,36.1667834,Yes,No,casual,No,No,No,No,No,No,No,Yes,No,No,No,5,5,3,review,1,1 1,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,Bz8iVsCAv-8t8FsQLCXFPQ,-115.333346,36.160981,Yes,No,casual,Yes,No,No,No,No,No,No,Yes,No,No,No,3.5,5,2,review,1,1 1,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---1lKK3aKOuomHnwAkAow,_sh6mIBWZis66mAjkjN8Qg,-115.3072017,36.1909406,Yes,Yes,casual,Yes,No,Yes,beer_and_wine,No,Yes,Yes,Yes,Yes,No,No,3.5,5,2,review,2,1 0,67,0,0,9,9,244,14,user,5,22,9,1,3.97,3,2,9,2,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
